EnrollmentNo,sub1,sub2,sub3,sub4,sub5
E5291,92,95,43,88,98
E6936,44,69,77,83,84
E7677,93,100,84,91,40
E9726,88,48,69,92,61
E4946,79,93,71,51,44
E7651,91,69,94,44,95
E2351,76,89,79,54,94
E2455,94,82,84,95,80
E9974,95,58,77,86,54
E9558,83,68,92,98,87
E6717,60,73,61,47,85
E8121,77,60,91,81,60
E2695,58,93,56,93,50
E3341,74,88,97,40,77
E7679,40,88,74,57,91
E1616,76,71,65,57,40
E4896,75,49,89,43,44
