EnrollmentNo,choice1,choice2, choice3,choice4,choice5,choice6,choice7, choice8,choice9,choice10
E7336,C7330-EE,C4826-Civil,C9763-IT,C6968-CH,C4790-EE,C7330-Auto,C9435-Civil,C4849-ME,C4826-IC,C9896-EC
E6581,C1932-Civil,C7330-EC,C1376-Civil,C2525-IC,C2490-Auto,C0871-EC,C7410-CSE,C2220-EE,C1570-Auto,C4849-CSE
E0127,C6879-EE,C6968-ME,C4340-CSE,C6200-Auto,C6978-IC,C4340-Civil,C0871-IT,C6200-EE,C4826-IT,C1470-ME
E2833,C7168-EE,C9118-IC,C6200-IC,C6968-Auto,C7667-CSE,C5668-IT,C1510-CH,C2490-EE,C4790-CH,C1664-IT
E4296,C6879-CSE,C4206-IT,C1470-Auto,C2800-CSE,C0060-Civil,C0060-IC,C7933-ME,C6968-ME,C0871-CH,C7330-IC
E9166,C2310-CSE,C4340-EE,C6014-EE,C9712-Civil,C9763-CSE,C9118-CSE,C4212-ME,C8804-Auto,C0871-IT,C4340-IT
E4630,C8804-IT,C6900-EC,C0060-Civil,C2220-EC,C5111-Civil,C5005-IT,C7168-EE,C7330-IC,C4826-CSE,C9118-CH
E4200,C0060-CH,C8132-CH,C1510-EE,C7168-EE,C9015-ME,C5111-ME,C6014-IC,C5111-CSE,C8895-Civil,C4206-EE
E3986,C9015-CH,C1932-ME,C5668-Civil,C9443-EC,C0871-ME,C8804-ME,C8132-IT,C1376-IC,C9896-IT,C9763-ME
E1139,C6879-Civil,C5005-CSE,C9763-IT,C4501-CH,C2525-IT,C1932-EE,C7933-CSE,C9435-CSE,C7168-IC,C6014-EE
E4115,C4790-IT,C2800-IC,C8804-IC,C7410-IC,C7667-CH,C0871-IT,C9763-ME,C9712-EE,C1932-Auto,C7168-EE
E6767,C4340-Civil,C8804-IT,C8911-EE,C8132-CSE,C2525-IT,C5005-EC,C4212-Auto,C4501-Auto,C4449-CSE,C2490-IT
E4375,C6879-EC,C9763-Civil,C1376-Auto,C6879-IT,C4212-IC,C6879-CSE,C9763-EE,C4449-CH,C2220-ME,C1470-IC
E2323,C9015-EC,C5668-ME,C1932-EE,C2220-Civil,C2800-IT,C2310-IC,C4212-ME,C1510-CH,C0060-CH,C0871-ME
E2922,C7933-CSE,C7330-EC,C9443-CH,C1664-EE,C7933-EE,C9015-EC,C7330-IC,C7410-Auto,C6968-CSE,C4790-Civil
E9734,C5668-EE,C0060-IT,C6900-EE,C1664-Auto,C6879-Civil,C8132-EE,C6968-IC,C4340-CH,C4449-CH,C7933-CSE
E2800,C2525-EC,C5111-IT,C9443-IT,C4826-Civil,C9435-IC,C8132-CSE,C4340-EC,C7510-CH,C1470-EC,C4501-Auto
E6936,C1664-IT,C1376-CH,C4501-EE,C2490-EC,C2220-Civil,C2490-Auto,C6968-ME,C5005-CSE,C4826-Civil,C6014-IC
E9779,C4826-IT,C0871-Auto,C9896-CH,C8132-EC,C4340-Civil,C2800-EC,C4849-IC,C1570-EC,C4826-IC,C4790-EE
E6396,C4826-CSE,C2310-Civil,C6978-EC,C1932-EC,C2010-ME,C2525-CSE,C4826-EE,C7168-Civil,C1510-CSE,C4826-EE
E1677,C0060-IT,C5005-EC,C0060-IC,C5668-Civil,C8911-EE,C4212-IC,C6879-EC,C4826-IC,C9118-IT,C9763-CSE
E4022,C6900-ME,C2800-CH,C6978-CH,C2800-CH,C6968-Auto,C6968-IT,C0871-Auto,C9763-CH,C8132-CSE,C5005-Civil
E7362,C7667-CH,C0871-CSE,C5597-ME,C7410-CH,C6200-IC,C2800-Auto,C2010-EC,C6900-ME,C7933-CSE,C6978-ME
E9215,C5668-IT,C9712-ME,C9763-EC,C6014-ME,C6900-IT,C6978-CSE,C1510-CSE,C4826-CH,C6900-ME,C9712-IT
E7991,C7933-EE,C1570-EE,C6200-EC,C6900-Civil,C5597-EE,C1376-Auto,C8895-Auto,C8911-EE,C1376-EC,C2010-CSE
E5241,C9118-CH,C9015-IC,C9763-CH,C1470-CSE,C6879-CH,C7410-CH,C9896-CH,C4206-IT,C6014-Auto,C2661-CH
E1107,C1510-ME,C2220-Civil,C2661-IC,C5005-ME,C1570-EE,C1470-CSE,C6014-ME,C1932-CH,C9896-Auto,C1664-ME
E2940,C9712-EC,C9763-IC,C2525-IC,C7330-IT,C6879-Auto,C0871-EC,C4212-CSE,C4501-CSE,C2661-Auto,C8132-EE
E9570,C9015-ME,C6968-IT,C6200-Auto,C7410-EC,C2010-CH,C5668-Auto,C2525-Civil,C4449-ME,C4849-IC,C2490-IC
E8081,C9896-EE,C6900-EC,C6968-IC,C4501-IT,C7510-EC,C4790-IC,C1470-Auto,C4501-IC,C0871-CSE,C4206-IC
E5623,C2010-Civil,C4212-ME,C5668-EE,C7667-CSE,C1570-CSE,C8132-EC,C2010-IT,C1664-ME,C4849-EE,C9443-EC
E4766,C0060-EC,C8911-IT,C7330-IT,C4826-ME,C6014-IT,C6900-EC,C1510-Civil,C8895-Auto,C7168-IC,C7933-EE
E1014,C1664-CH,C9118-Civil,C5111-EE,C5597-ME,C1510-IC,C1470-EE,C6900-IT,C2220-Civil,C2310-CH,C4212-ME
E7930,C2010-ME,C4449-CSE,C1376-IT,C9443-CH,C7168-Auto,C2310-IT,C1376-Civil,C2800-EE,C2800-CH,C4849-EC
E3943,C7510-EC,C4826-Civil,C2220-ME,C4790-EE,C2220-EE,C4206-IT,C7410-EE,C4340-EC,C1932-IC,C8132-CH
E9590,C7510-ME,C6978-ME,C9443-IC,C1510-Civil,C6879-Auto,C9712-Civil,C7330-Civil,C2525-EE,C4206-IT,C2800-IT
E6347,C7510-CH,C4826-EC,C9896-ME,C2490-CH,C8895-CH,C6900-ME,C4790-CSE,C6968-EC,C5668-CSE,C6014-ME
E6470,C9015-ME,C5597-ME,C4212-EE,C1470-EE,C8132-CSE,C4790-IC,C8911-IT,C9443-CH,C4826-CSE,C2490-Auto
E2491,C9435-EE,C2661-IC,C8911-CSE,C8911-Auto,C9118-Civil,C4826-EE,C4449-EE,C9896-Auto,C8132-Civil,C7933-IC
E9043,C9896-Civil,C7933-CSE,C6879-ME,C7933-ME,C2220-IT,C9015-CSE,C7330-ME,C9015-CH,C1510-Auto,C9896-ME
E0522,C2490-ME,C2800-Civil,C0060-IT,C9443-IT,C6900-ME,C6200-IT,C4826-EE,C4501-IT,C4449-CSE,C4206-EC
E2764,C4206-EE,C7510-IC,C9443-EE,C9443-Auto,C9712-IC,C6200-IC,C5668-EC,C9443-Auto,C1376-ME,C2525-ME
E8842,C6014-Auto,C2490-IT,C5005-CSE,C8911-ME,C0871-EC,C4340-ME,C4501-IT,C1470-CSE,C1932-Civil,C4340-IC
E0492,C2525-EE,C4849-CH,C8911-CSE,C6200-CSE,C2661-EC,C5111-EC,C2800-IC,C2310-Civil,C2490-IC,C8132-CSE
E5874,C8911-IC,C1376-EE,C9763-EC,C5005-CSE,C9896-EE,C1376-Civil,C8895-Civil,C7410-Auto,C1932-EC,C0871-Civil
E8055,C1470-Auto,C9443-Auto,C4501-Auto,C6200-Auto,C7933-Civil,C4212-Auto,C1570-ME,C2490-EC,C2010-ME,C9435-IC
E3368,C6879-IC,C7330-CSE,C7168-CSE,C9896-EE,C4826-EC,C9896-CSE,C4449-Civil,C4849-EE,C6014-IC,C6900-CSE
E0806,C1932-Auto,C0060-CH,C2490-CH,C7330-CSE,C4826-IC,C5111-CSE,C1510-CSE,C7410-ME,C1510-Auto,C2525-EE
E6206,C1932-IC,C8895-EE,C2525-CH,C0060-EC,C6900-CH,C7933-CH,C7168-IC,C5597-Auto,C7510-IT,C9015-CSE
E9145,C2800-EE,C7330-IC,C7667-CH,C2800-IC,C7510-CH,C1570-EE,C7933-IT,C5597-IC,C4790-CH,C4790-CH
E9631,C6978-Civil,C8895-Auto,C2800-ME,C1376-Civil,C8911-EE,C4449-ME,C9015-CSE,C5668-IT,C8132-EC,C7510-ME
E4207,C6200-CSE,C1664-Civil,C9435-Auto,C1470-Civil,C6014-IC,C1376-Civil,C2525-IC,C5668-Auto,C4826-IT,C1570-EE
E9874,C0060-ME,C0060-ME,C8132-EC,C5005-CSE,C4826-Auto,C4340-CSE,C7510-Auto,C4849-IT,C4826-CSE,C8132-ME
E9398,C1376-ME,C4449-Civil,C8804-EE,C4449-Civil,C6879-EC,C2800-IC,C7410-EE,C2661-Civil,C1510-Auto,C2800-Auto
E6109,C4340-EE,C2525-Civil,C2310-EC,C7168-IT,C2490-Auto,C8804-CH,C9015-IC,C9896-Civil,C1932-EC,C1570-ME
E7542,C8911-Auto,C6200-IC,C2010-Auto,C8895-CSE,C8911-Auto,C7933-CH,C2220-Auto,C2220-IC,C7510-EE,C1510-EC
E8132,C6900-EC,C1376-CH,C1932-EE,C8132-EE,C2310-CSE,C4826-IC,C4449-Auto,C4206-IC,C1570-ME,C6968-EC
E6231,C2220-Auto,C1510-CSE,C4449-IC,C6978-Auto,C8911-EE,C1932-ME,C4826-IC,C5005-IC,C9763-Auto,C8132-Auto
E0256,C9443-IC,C4212-EE,C5005-Auto,C4790-EC,C8132-Civil,C2800-IC,C4340-CSE,C5597-Auto,C4206-EE,C9118-IC
E5171,C4849-EC,C9015-IT,C6200-Auto,C9118-IC,C7410-CSE,C0871-EC,C1932-EE,C5597-EC,C6014-Civil,C2220-CH
E5991,C7933-Auto,C5597-CH,C5668-CH,C1470-IC,C4849-EC,C2010-Auto,C7510-CH,C6978-ME,C9118-EE,C2310-Auto
E6995,C0871-Civil,C7410-EE,C9763-EC,C4790-IC,C6879-Auto,C4212-EE,C9118-Auto,C9435-CSE,C7510-IT,C1570-IC
E2001,C0871-EE,C6978-Civil,C6968-EC,C2010-Auto,C9015-EC,C6900-IC,C4340-CSE,C9712-IC,C2220-EC,C9435-Civil
E9048,C9896-IC,C5597-EC,C1664-IC,C1570-CH,C1510-CSE,C7168-Civil,C4212-CSE,C7330-IC,C4790-CSE,C6978-IC
E8656,C7410-IT,C2800-IT,C5597-EC,C2310-Civil,C2661-ME,C4501-ME,C6200-EE,C7410-CSE,C1510-IT,C9443-IT
E3776,C5111-ME,C2490-Civil,C9712-EC,C6200-EE,C9712-IC,C9712-IT,C9712-Civil,C9712-CSE,C6879-CH,C1570-ME
E8986,C0060-Auto,C6978-CSE,C9015-IT,C7168-IC,C4849-IC,C5668-IT,C9763-IC,C9118-CSE,C7410-Auto,C2525-Auto
E5227,C1470-IC,C9435-Civil,C7410-EC,C4826-EC,C7168-CH,C6900-Auto,C7168-ME,C9712-ME,C8132-ME,C1570-CSE
E0846,C4340-CSE,C6014-CSE,C9443-IT,C2661-Civil,C9435-Civil,C2220-CH,C0060-IC,C2490-CSE,C6978-IC,C2661-IC
E3447,C7168-CH,C4449-CH,C9896-CH,C9712-EC,C8911-Auto,C7168-IC,C5111-Auto,C1932-EE,C8804-CH,C5597-IC
E1504,C2525-Civil,C7168-Civil,C7168-CH,C2525-ME,C2525-ME,C7410-CSE,C1510-IC,C7667-Auto,C2310-EE,C1376-CH
E4643,C4212-EC,C5111-Civil,C8911-ME,C4826-IC,C1376-EE,C1510-EE,C2525-Auto,C1570-CH,C9896-IC,C7933-Civil
E1487,C2310-EC,C6014-Auto,C9015-IC,C4340-EE,C6968-IC,C5005-ME,C8804-IT,C2010-ME,C9435-CSE,C2010-CH
E1203,C5005-EC,C4340-ME,C7410-ME,C2490-IT,C7510-EC,C9763-CSE,C4826-EE,C6900-Auto,C9896-IT,C2010-IC
E0886,C2525-IC,C7410-ME,C5111-IT,C6014-EE,C5111-ME,C8895-IC,C9712-Auto,C7168-CH,C5597-Auto,C5005-Civil
E5248,C6968-IT,C4826-EC,C4340-CH,C6200-Auto,C4849-EC,C7410-CH,C1376-ME,C8804-ME,C9443-CH,C1570-CSE
E7535,C8804-CH,C2490-Auto,C4212-EE,C7330-ME,C2010-EE,C8804-EE,C1510-CSE,C7933-EC,C9118-ME,C4206-ME
E9424,C0060-CH,C4826-EE,C6200-ME,C9118-IT,C9712-IC,C5668-EC,C9015-Civil,C5111-Auto,C2010-EE,C4449-CSE
E5129,C7667-EC,C9712-CSE,C5668-EC,C4449-IT,C2310-CH,C1664-IT,C2490-CH,C6014-IC,C1510-IT,C1470-EC
E0063,C5111-EE,C4212-Auto,C6014-IT,C5597-EC,C2525-Auto,C6968-ME,C6200-IT,C7933-EC,C9118-IT,C2525-ME
E8372,C4849-IT,C1376-Civil,C4340-EC,C5597-Auto,C6978-ME,C1664-EE,C1932-IC,C5668-ME,C1510-IT,C4212-CH
E1723,C6900-CH,C8895-IT,C5668-ME,C2310-IC,C4501-CH,C6900-EE,C9118-CH,C4849-CSE,C6014-EE,C5668-EE
E8307,C1376-IC,C4206-ME,C8804-Auto,C6879-IC,C6900-EE,C7667-ME,C9015-CSE,C0871-ME,C9896-CSE,C1376-IC
E6097,C6968-EC,C5597-EC,C6879-CSE,C2220-EE,C6014-ME,C2310-CH,C4212-ME,C9896-CH,C9712-EC,C5668-Auto
E5686,C5111-IT,C1570-CH,C5005-CH,C5597-IT,C1470-ME,C5111-IT,C4790-Auto,C9443-ME,C0060-CH,C5597-IT
E5798,C2010-Civil,C4206-CH,C7933-ME,C6200-ME,C2800-Civil,C4849-IC,C9763-EE,C5668-IT,C4206-CSE,C7330-Auto
E1278,C9118-Civil,C4826-Auto,C6200-Civil,C5668-Auto,C9015-EE,C7168-CH,C2220-Civil,C8911-EC,C5597-EC,C7667-Civil
E1936,C7510-EE,C7330-IC,C2220-Civil,C1470-CSE,C6968-IT,C7667-EE,C9435-ME,C7933-CH,C4790-IC,C2800-IC
E6299,C5597-IT,C6900-CH,C2010-CSE,C1376-CSE,C9763-EC,C8132-Auto,C5111-CSE,C4449-CSE,C2490-CSE,C1570-Auto
E9859,C2800-CSE,C9763-Auto,C4501-CSE,C1470-IC,C4826-EC,C9435-CSE,C4340-EE,C2490-Auto,C7667-ME,C9015-EE
E5726,C9763-Civil,C6014-Auto,C1570-Civil,C8804-CH,C2525-Civil,C9763-EC,C1664-CH,C1570-CSE,C8895-Civil,C5111-Auto
E3347,C4212-IC,C6900-ME,C2800-Civil,C7168-IT,C1570-Civil,C8895-EC,C2490-IC,C8804-IT,C6879-IT,C9118-IC
E2318,C7330-EC,C9015-Auto,C7168-EE,C6200-Civil,C4206-IT,C4826-EC,C2661-ME,C7933-EE,C8804-CH,C0060-IC
E0019,C7510-CSE,C4206-CSE,C2661-Auto,C4849-ME,C8804-ME,C9763-CSE,C4206-EE,C2220-Auto,C4501-EC,C4849-CH
E2526,C4340-CSE,C7168-ME,C4790-Auto,C2220-CH,C8132-ME,C6978-Civil,C5111-IC,C8804-CSE,C9015-Civil,C5005-CSE
E5428,C7410-Civil,C4340-IT,C9763-Auto,C6200-ME,C6968-CH,C0871-IC,C1932-IC,C2661-IT,C6968-IT,C7410-Civil
E9453,C4340-Auto,C9435-CH,C6978-EE,C6200-CH,C4826-Auto,C7410-EC,C9118-ME,C1470-EC,C9118-CH,C4790-Civil
E4599,C1376-Auto,C0871-Civil,C4449-EC,C2490-IT,C1470-Auto,C2800-CH,C1932-Civil,C6978-IC,C9435-CH,C6200-ME
E7022,C4826-Civil,C5597-Auto,C9435-Auto,C5111-CH,C6014-EE,C1376-CH,C9015-ME,C5668-CSE,C5597-CH,C1510-Civil
E8198,C4501-CH,C0871-IT,C5005-ME,C0060-CH,C7510-EE,C4449-EE,C8132-Auto,C8132-Auto,C7510-CH,C4340-IC
E6498,C2490-CH,C6978-ME,C5597-EE,C9712-EE,C2800-CH,C1376-CH,C6014-EC,C2525-IC,C4212-IC,C9896-ME
E6425,C9712-CH,C9118-Auto,C4826-CH,C8911-EE,C6200-Auto,C6978-Civil,C7168-ME,C8804-EE,C6200-IT,C4449-EE
E5961,C0060-IT,C5597-IC,C7330-CSE,C2220-IC,C2220-IC,C4449-Civil,C1932-IT,C6900-Auto,C1470-CSE,C9435-EC
E5349,C1510-IC,C9443-CSE,C4340-EE,C4501-Civil,C4212-CSE,C6900-IT,C1510-CH,C9118-CSE,C7667-CH,C9896-Auto
E2262,C7168-IC,C2525-EC,C2800-ME,C9443-ME,C9443-IT,C6900-IT,C8132-ME,C6200-Auto,C7168-Civil,C7667-Civil
E2355,C2661-CSE,C8895-IT,C7330-Auto,C5005-ME,C9015-CSE,C7168-CH,C6879-ME,C2310-EE,C2010-CSE,C6014-IT
E0701,C4849-EE,C2661-Auto,C4501-ME,C4790-Civil,C8804-IT,C7168-Auto,C7410-CSE,C4206-EE,C7330-Auto,C5111-CH
E8799,C9015-IC,C7933-IT,C7410-Civil,C5668-EE,C7667-ME,C2525-EE,C4790-CH,C2661-CH,C6968-IC,C9435-Civil
E2382,C1664-IT,C4206-Auto,C6978-CH,C2525-IT,C4206-EE,C9712-Civil,C0060-EC,C1470-EE,C2800-EC,C6968-EC
E6907,C7933-Auto,C0060-Auto,C9443-EE,C7667-Auto,C4849-CH,C7933-IC,C5005-CSE,C9896-ME,C4849-ME,C1470-EC
E4675,C9015-Auto,C1932-ME,C1570-ME,C8132-CSE,C9435-EC,C0871-EC,C7168-EC,C0060-CSE,C6879-EE,C9118-CSE
E1532,C0060-CH,C1376-EE,C4826-IC,C2010-IT,C5668-EC,C6900-CH,C6968-EC,C7933-EE,C4826-CSE,C4826-EE
E7271,C6978-EC,C9443-EC,C5668-ME,C4340-Civil,C4212-EE,C6900-Civil,C5005-CSE,C0871-IT,C4849-CSE,C1932-EC
E0705,C0060-EE,C2490-ME,C5111-CH,C1664-IT,C9118-IC,C9118-Civil,C7410-CSE,C4212-CH,C9118-Civil,C4849-Auto
E0745,C9712-IT,C1470-CSE,C7330-Civil,C6200-Auto,C8132-CH,C1664-IT,C6014-Civil,C9896-Auto,C7330-Auto,C5668-IC
E3341,C1470-Civil,C8911-Civil,C9712-CSE,C1932-Auto,C1376-CSE,C9435-CH,C9896-EE,C8911-IC,C5005-Auto,C1510-ME
E6264,C9443-EC,C2525-EC,C7410-Auto,C1510-Civil,C4790-CSE,C1570-CH,C5668-EC,C5668-EC,C1664-EC,C7510-CH
E2185,C2661-IT,C7667-IC,C2220-IT,C8804-Auto,C4501-CSE,C0060-Civil,C1932-Auto,C5005-CH,C7667-IC,C1664-Auto
E5850,C7330-IT,C8132-ME,C8132-ME,C4849-Auto,C4212-EC,C5597-EE,C4826-IC,C4340-Auto,C8804-Civil,C0060-IT
E7165,C6900-Auto,C9435-EE,C9015-EE,C1510-Civil,C4849-EC,C1470-IT,C4790-IC,C1570-Civil,C2490-EE,C4340-CH
E6958,C5111-ME,C1376-IC,C5005-EC,C1376-CH,C2490-ME,C7330-Civil,C9712-IT,C1932-Civil,C7933-CH,C6900-IT
E6304,C5668-EC,C4501-IT,C5005-IC,C8804-EE,C2010-CSE,C2661-CSE,C0871-EC,C2800-EE,C2310-IC,C4206-IT
E6769,C7933-Civil,C2490-CH,C5668-CSE,C6200-ME,C4501-CH,C9118-EC,C5668-CH,C1376-ME,C4206-EC,C6978-EC
E9947,C6900-EE,C2010-EC,C6200-IC,C2490-Auto,C1510-EE,C7330-ME,C1470-Civil,C1510-EC,C2010-EE,C4340-EC
E6568,C8804-Auto,C2490-Auto,C6968-EE,C7510-IT,C0871-IT,C9896-EC,C4849-CSE,C2525-Civil,C6900-Civil,C7410-Auto
E2729,C9443-CH,C2220-IC,C8911-EC,C6978-ME,C8895-IT,C1376-EE,C9118-Auto,C9443-Auto,C2800-EE,C5005-CH
E8805,C0871-CSE,C2661-ME,C9435-CSE,C2490-EE,C9712-CH,C2525-Auto,C1570-IT,C4501-IC,C7330-CH,C7933-IC
E3183,C1376-Auto,C9435-IT,C0060-EE,C7510-Civil,C7410-Civil,C6014-EE,C9435-CH,C2490-CSE,C2310-IC,C7168-Civil
E6433,C1932-CSE,C9015-IT,C2220-IC,C6879-EC,C4340-Auto,C5597-IC,C1664-Civil,C7933-CH,C4449-CSE,C2661-IC
E0660,C4790-CSE,C7410-EC,C2800-CH,C7667-ME,C1664-IC,C6978-IC,C2490-IT,C9443-Civil,C7933-IC,C6900-EC
E8336,C4340-IC,C6879-CH,C1470-IT,C4790-EE,C2525-Civil,C9763-Auto,C7933-EC,C0060-CSE,C6879-IC,C6014-EC
E9991,C9896-EE,C7330-CSE,C2490-Civil,C1932-EC,C2220-ME,C2310-Auto,C6879-Civil,C9763-ME,C2490-EC,C4501-CSE
E9885,C1376-ME,C9435-IC,C2661-EE,C1570-IC,C4849-IC,C1470-EC,C6900-EE,C7168-CSE,C4501-EC,C7410-CH
E6135,C2490-IC,C4826-CH,C5668-Auto,C7510-ME,C7667-Auto,C5005-ME,C6978-IT,C1376-IC,C9763-CSE,C6014-Civil
E8427,C7510-EC,C9712-IT,C6968-IC,C8911-IT,C7933-IC,C5005-EC,C7510-Auto,C5111-Civil,C0871-IT,C2661-CSE
E4860,C4212-IT,C8132-Civil,C5111-Auto,C4826-CSE,C4206-Auto,C1510-Civil,C7330-CH,C7168-ME,C7330-IT,C9435-CH
E1295,C7410-EE,C5668-EC,C1470-CSE,C8132-EE,C1664-Civil,C5005-Auto,C9712-CSE,C5005-EC,C1664-CH,C1510-EE
E7962,C1570-IC,C2490-CSE,C9712-ME,C5111-IC,C7410-CSE,C7410-IT,C2661-ME,C1664-IT,C1376-EE,C9015-ME
E8655,C0060-IT,C4790-EC,C9435-Civil,C9712-IC,C2800-CSE,C9443-EC,C7667-EE,C2490-ME,C1376-CSE,C2661-EC
E5236,C0060-EE,C8911-Civil,C1470-IT,C7667-EE,C7410-Auto,C2010-EC,C4501-CSE,C9015-IC,C4501-EE,C6978-CSE
E0452,C2661-ME,C2310-CSE,C4449-EE,C1376-Auto,C4501-Auto,C4212-EC,C2800-EE,C4212-EE,C4449-ME,C9443-ME
E0481,C2525-EE,C5005-CH,C9896-Auto,C1510-EC,C4790-IC,C9896-ME,C6879-Auto,C1376-EE,C6200-Auto,C2800-IC
E3015,C0060-Auto,C9118-Auto,C2010-Civil,C9118-EE,C9118-Civil,C0060-ME,C5111-IT,C2490-IT,C4212-Auto,C6968-EE
E0559,C4790-Civil,C2800-EC,C1510-IC,C9763-Civil,C4449-IC,C7410-CH,C1664-Civil,C9712-Civil,C8132-CH,C1510-CH
E9406,C9896-IC,C6978-CH,C4501-EE,C2525-ME,C9435-EE,C2525-Civil,C4212-CSE,C2220-EC,C9435-CH,C7933-IC
E7145,C6014-IC,C6978-EC,C4206-Auto,C6200-EC,C7410-ME,C9712-EC,C8132-CSE,C7330-EE,C2010-CSE,C4340-EC
E9791,C5111-ME,C8895-EE,C4449-IC,C9015-IC,C7168-IT,C1376-ME,C4449-IC,C7410-CH,C2661-Auto,C9118-CSE
E2416,C9443-EE,C2661-CSE,C1470-EC,C8804-EC,C5668-ME,C2490-EE,C5668-Auto,C1376-IT,C9896-IC,C6879-IT
E6112,C8804-CSE,C2490-CSE,C9712-IC,C1470-Auto,C9015-CH,C4501-Civil,C4340-IT,C4340-EC,C2010-Civil,C8804-EC
E7852,C1664-IC,C1376-Civil,C4790-CSE,C0871-Civil,C6900-CH,C1664-CH,C4790-CSE,C8804-CSE,C7510-Civil,C6200-CH
E3382,C1664-IC,C2661-ME,C1510-Auto,C6014-EE,C6968-CH,C7933-ME,C1376-EC,C1570-Civil,C0060-CSE,C7510-IT
E1997,C9435-EE,C1570-IC,C1570-IT,C7667-IT,C0871-IT,C0871-IC,C2661-Auto,C6968-EE,C4206-CH,C6879-EE
E1399,C4212-Auto,C9443-CH,C2220-EE,C7168-Auto,C7667-Auto,C6900-CSE,C8895-Civil,C9015-EE,C2800-IC,C9118-CSE
E4033,C4790-CH,C7667-Auto,C9015-IT,C2010-EC,C4501-EE,C9896-ME,C4212-EC,C2800-ME,C2661-Civil,C1470-Auto
E7888,C9435-CSE,C2010-EC,C7330-IT,C7933-EE,C5597-Auto,C9443-IC,C4501-Auto,C2220-IT,C8132-CH,C9435-IC
E2601,C0871-IT,C5111-IT,C1470-IC,C8895-IC,C2490-EE,C8895-CH,C9118-EE,C1510-Civil,C1932-EC,C8132-IC
E0483,C4790-CSE,C9443-Auto,C4790-EE,C1664-IT,C2220-IC,C4449-IC,C1570-ME,C7933-CH,C2010-ME,C4212-Auto
E8402,C4501-EE,C2525-ME,C8132-EC,C6978-Civil,C9118-IT,C4501-CH,C7933-EE,C4501-ME,C2661-EE,C6879-EE
E1878,C6879-Auto,C8895-IT,C8895-IC,C5005-IT,C8804-ME,C8895-CH,C7667-IC,C5111-EE,C5668-Auto,C7510-IC
E5342,C7330-IT,C6968-IC,C2800-IC,C4340-CH,C9896-Civil,C5111-ME,C6900-CH,C4206-IT,C8911-IT,C4449-IT
E1681,C9896-Auto,C2490-IT,C6200-Auto,C6879-EC,C4790-CH,C7510-EC,C6014-IT,C0871-EE,C5597-Civil,C8132-EC
E5992,C2220-Auto,C2010-EC,C8895-IT,C7667-EE,C7667-EE,C9896-Civil,C9443-CSE,C1664-IC,C4340-EE,C8132-CH
E8776,C2661-IT,C6014-IC,C1932-IC,C9896-IT,C4212-CSE,C1664-IC,C1376-EC,C5005-IC,C5005-CSE,C4501-IT
E8939,C4826-Civil,C6968-Auto,C9118-ME,C4340-IC,C1570-Auto,C7410-Auto,C2220-Auto,C5668-Civil,C7933-Auto,C4849-IT
E7781,C0871-EC,C4849-ME,C4501-IC,C8132-IT,C2661-EE,C2800-CH,C2010-CSE,C9118-CH,C2010-Auto,C5597-CSE
E6982,C4340-CH,C4501-Civil,C7330-ME,C9712-Civil,C1570-ME,C9712-IT,C5005-IC,C1510-EC,C6978-CH,C2800-CSE
E2752,C6968-ME,C1470-CH,C9712-EE,C9763-IT,C6900-IT,C1376-ME,C6900-Auto,C7168-Civil,C9015-EE,C1570-IT
E8474,C9118-EE,C9015-ME,C0871-Auto,C7510-CH,C6014-IT,C4340-EE,C0060-IC,C5597-ME,C6879-EE,C4340-CSE
E8459,C6968-Auto,C9435-IC,C8804-Civil,C4849-ME,C1376-IC,C4790-CSE,C2525-Auto,C7330-IC,C2010-ME,C1470-EE
E9734,C6978-IC,C5668-EE,C9435-CH,C5668-CSE,C5111-IT,C2010-Auto,C7510-EE,C9015-Auto,C4826-Auto,C9896-Auto
E3540,C9712-IC,C5597-Auto,C2220-Auto,C7330-IT,C8132-CSE,C1932-IT,C4449-CH,C2800-IT,C5668-ME,C2525-CH
E8746,C7510-Auto,C4206-IC,C4501-ME,C1376-IT,C4849-ME,C9015-Auto,C7168-CH,C6200-EE,C5597-IT,C8895-Auto
E8186,C9763-Civil,C7667-EE,C4340-EE,C7330-EE,C1470-Civil,C0060-EC,C6968-Civil,C1470-IT,C9015-CSE,C1570-Civil
E7326,C6978-IT,C2010-CH,C5005-Auto,C8132-ME,C4212-ME,C4826-CSE,C9118-EE,C4826-ME,C4849-CH,C6968-EC
E5427,C4849-ME,C6900-CH,C2220-EE,C0060-CH,C7168-CSE,C2220-IC,C5005-CH,C4501-Auto,C6879-IC,C6200-Civil
E8132,C2661-Civil,C1570-IC,C4501-ME,C9015-EC,C2310-CSE,C6978-IT,C4340-EE,C6879-CSE,C5668-CH,C7168-EC
E1519,C6968-CSE,C6014-EC,C6968-CH,C1510-Auto,C7667-CSE,C7667-IT,C1664-EE,C6014-CSE,C5668-Auto,C6968-ME
E2310,C6900-ME,C5597-IC,C6968-CSE,C4212-Auto,C4206-EE,C6014-IC,C5005-EE,C9896-IT,C8911-EE,C2800-ME
E5954,C2525-ME,C9015-CSE,C8132-Auto,C2525-CSE,C8895-Civil,C1470-EE,C1570-CSE,C6968-IC,C9015-Civil,C4790-EE
E6738,C6014-CSE,C1510-CSE,C7510-IT,C2800-EE,C0060-EC,C1376-IC,C8804-ME,C7168-Auto,C8132-Civil,C4212-Auto
