EnrollmentNo,sub1,sub2,sub3,sub4,sub5,Total,Percentage
E5359,84,40,57,44,94,319,64
E4608,75,93,42,69,40,319,64
E2749,42,94,91,40,52,319,64
E7344,60,76,48,73,62,319,64
E8821,60,67,42,79,71,319,64
E5462,59,74,81,64,41,319,64
E3193,55,63,71,85,45,319,64
E8247,91,48,57,44,79,319,64
E6267,65,74,85,42,53,319,64
E4231,43,88,43,100,45,319,64
E8706,49,56,44,92,78,319,64
E1804,44,92,42,58,83,319,64
E4501,73,53,51,98,44,319,64
E3843,47,72,62,62,76,319,64
E2151,58,68,57,85,51,319,64
E4971,47,64,85,49,74,319,64
E7688,80,92,44,50,53,319,64
E4998,76,83,56,55,49,319,64
E0867,78,77,40,49,75,319,64
E3394,76,54,57,73,59,319,64
E6037,47,72,51,61,88,319,64
E2224,41,53,93,57,75,319,64
E5807,60,83,66,60,50,319,64
E6874,66,65,76,50,62,319,64
E4636,41,82,42,78,76,319,64
E9108,86,57,53,65,58,319,64
E8637,60,85,71,40,63,319,64
E9767,71,58,45,47,97,318,64
E4340,46,64,71,62,75,318,64
E5044,60,41,61,68,88,318,64
E8668,57,41,41,84,95,318,64
E5116,55,59,98,52,54,318,64
E8809,56,76,44,80,62,318,64
E9813,88,46,61,47,76,318,64
E8195,55,67,82,55,59,318,64
E2385,41,69,73,75,60,318,64
E0064,49,84,55,51,79,318,64
E2867,64,46,85,71,52,318,64
E9005,48,57,72,78,63,318,64
E7776,99,46,41,73,59,318,64
E3613,61,79,71,63,44,318,64
E3630,53,81,81,61,42,318,64
E4001,74,48,50,98,48,318,64
E3963,64,47,61,53,93,318,64
E0172,48,97,82,47,44,318,64
E3570,40,84,67,66,61,318,64
E9444,48,80,58,81,51,318,64
E9493,93,55,45,61,64,318,64
E5235,42,47,66,69,94,318,64
E2563,78,76,55,56,53,318,64
E2378,93,56,50,69,50,318,64
E0876,87,62,52,77,40,318,64
E0916,83,68,76,50,41,318,64
E5597,67,48,62,64,77,318,64
E5289,98,59,41,74,46,318,64
E8122,58,71,58,85,46,318,64
E8548,50,76,57,42,93,318,64
E3419,54,79,59,71,55,318,64
E5308,41,68,82,66,60,317,64
E2509,52,83,53,81,48,317,64
E7314,65,75,88,47,42,317,64
E4056,52,63,62,94,46,317,64
E5147,71,92,45,41,68,317,64
E4932,85,66,48,76,42,317,64
E7625,44,46,68,97,62,317,64
E5566,81,65,53,62,56,317,64
E8226,69,64,75,48,61,317,64
E6659,50,91,52,43,81,317,64
E0341,73,61,79,54,50,317,64
E8226,44,80,68,70,55,317,64
E7508,64,74,64,51,64,317,64
E1961,49,92,40,81,55,317,64
E1676,69,42,55,79,72,317,64
E3974,84,57,50,74,52,317,64
E4339,41,99,42,55,80,317,64
E6626,40,53,59,96,69,317,64
E9257,77,42,57,69,72,317,64
E1790,62,69,53,41,92,317,64
E3355,73,56,82,49,57,317,64
E3794,77,65,46,42,87,317,64
E6869,64,50,81,80,42,317,64
E0275,53,65,62,40,97,317,64
E0437,50,47,41,87,92,317,64
E7015,41,75,43,83,75,317,64
E9300,48,58,66,62,83,317,64
E2595,56,73,82,56,50,317,64
E6083,76,77,49,44,71,317,64
E6291,85,65,55,59,53,317,64
E2880,52,59,60,89,57,317,64
E1596,76,64,55,63,59,317,64
E3486,43,84,86,57,47,317,64
E1606,98,63,51,53,51,316,64
E6481,57,50,83,46,80,316,64
E6633,62,55,59,59,81,316,64
E6559,55,84,75,44,58,316,64
E7221,89,42,55,42,88,316,64
E7512,93,46,47,66,64,316,64
E4533,45,73,45,59,94,316,64
E5596,41,65,77,49,84,316,64
E2773,91,55,49,66,55,316,64
E7343,85,66,77,42,46,316,64
E5825,56,41,43,93,83,316,64
E7403,44,81,53,90,48,316,64
E8470,45,62,77,83,49,316,64
E1347,70,71,45,88,42,316,64
E8637,61,41,61,76,77,316,64
E3006,58,49,52,81,76,316,64
E6555,56,69,70,62,59,316,64
E5544,95,46,73,41,61,316,64
E9995,63,68,75,47,63,316,64
E7907,46,100,50,58,62,316,64
E5268,89,59,45,66,57,316,64
E5568,82,59,56,40,79,316,64
E0653,60,60,48,64,84,316,64
E1614,81,40,70,80,45,316,64
E7170,54,91,55,62,54,316,64
E5187,61,91,58,47,59,316,64
E2974,58,87,42,63,66,316,64
E4623,72,41,94,57,52,316,64
E6462,88,40,65,64,59,316,64
E2372,60,83,84,45,44,316,64
E5475,64,72,47,72,61,316,64
E6945,77,42,99,55,43,316,64
E8809,44,52,98,53,69,316,64
E7078,83,49,51,48,85,316,64
E6281,62,67,62,79,46,316,64
E7317,63,74,49,74,55,315,63
E0052,55,51,93,66,50,315,63
E7263,41,77,81,41,75,315,63
E1163,40,76,62,82,55,315,63
E8767,49,81,48,97,40,315,63
E3847,62,96,49,52,56,315,63
E9062,49,42,78,96,50,315,63
E7476,83,47,44,67,74,315,63
E8251,62,70,84,40,59,315,63
E9916,70,65,56,42,82,315,63
E5226,57,57,62,81,58,315,63
E6354,87,42,53,57,76,315,63
E7509,83,79,41,50,62,315,63
E2252,43,79,45,76,72,315,63
E7809,65,46,42,68,94,315,63
E9078,74,54,53,45,89,315,63
E4474,50,41,75,72,77,315,63
E5792,47,86,72,69,41,315,63
E0178,69,53,80,46,67,315,63
E7642,72,49,87,63,44,315,63
E2211,60,96,50,67,42,315,63
E1420,75,44,52,45,99,315,63
E4105,52,68,49,100,46,315,63
E8384,85,62,51,68,49,315,63
E0452,57,89,47,44,78,315,63
E7276,65,98,43,58,51,315,63
E7228,42,61,58,88,66,315,63
E1003,75,40,84,75,41,315,63
E1434,57,41,96,54,67,315,63
E8428,63,73,90,49,40,315,63
E4807,88,79,40,49,59,315,63
E8336,71,97,54,44,48,314,63
E2480,90,42,44,84,54,314,63
E2826,41,60,40,92,81,314,63
E3501,88,57,46,65,58,314,63
E3891,42,43,40,99,90,314,63
E7092,69,97,41,52,55,314,63
E7393,100,42,68,54,50,314,63
E4800,52,47,71,93,51,314,63
E1856,58,79,64,57,56,314,63
E9111,52,57,53,94,58,314,63
E8925,41,59,84,41,89,314,63
E3610,57,72,89,42,54,314,63
E1599,58,66,44,75,71,314,63
E6973,57,78,41,95,43,314,63
E7952,55,67,67,57,68,314,63
E5572,71,75,47,48,73,314,63
E6332,41,92,74,66,41,314,63
E4667,47,77,79,62,49,314,63
E2862,60,61,72,71,50,314,63
E3641,83,81,53,52,45,314,63
E6186,60,46,74,86,48,314,63
E2399,99,55,40,78,42,314,63
E3323,80,52,42,71,69,314,63
E8119,90,43,40,68,73,314,63
E4894,53,50,75,67,69,314,63
E2729,41,74,87,50,62,314,63
E1679,59,65,87,50,53,314,63
E6454,80,72,54,41,67,314,63
E1866,62,67,75,43,67,314,63
E9421,44,100,44,76,50,314,63
E7588,45,89,97,41,42,314,63
E6728,61,46,79,59,69,314,63
E8715,52,50,40,79,93,314,63
E3413,54,98,53,44,65,314,63
E9568,42,99,63,45,65,314,63
E4865,54,75,44,62,79,314,63
E0913,67,86,70,49,42,314,63
E2732,51,97,61,54,51,314,63
E1457,66,45,85,46,72,314,63
E0272,51,86,68,61,48,314,63
E8577,55,53,54,87,65,314,63
E8339,41,79,58,92,44,314,63
E0830,51,47,88,49,78,313,63
E9622,58,88,70,56,41,313,63
E5224,41,66,42,68,96,313,63
E4478,73,70,50,72,48,313,63
E1765,50,71,46,57,89,313,63
E5701,48,83,54,40,88,313,63
E0483,44,65,74,64,66,313,63
E3585,55,46,71,82,59,313,63
E2040,45,73,93,61,41,313,63
E8021,91,50,56,68,48,313,63
E6813,77,90,52,53,41,313,63
E5300,51,53,83,53,73,313,63
E4198,55,46,95,68,49,313,63
E4791,84,65,48,50,66,313,63
E5762,44,67,50,73,79,313,63
E4994,60,50,86,41,76,313,63
E6412,55,48,81,74,55,313,63
E8493,68,73,63,63,46,313,63
E5583,45,78,79,47,64,313,63
E2662,70,50,44,82,67,313,63
E9389,52,75,95,43,48,313,63
E7202,56,66,52,81,58,313,63
E5800,54,82,65,70,42,313,63
E3090,57,96,52,52,56,313,63
E5403,44,56,60,93,60,313,63
E8630,72,64,57,52,68,313,63
E8733,44,82,41,81,65,313,63
E7645,48,95,48,74,48,313,63
E9790,70,51,93,42,57,313,63
E3454,81,90,54,43,45,313,63
E5062,87,58,56,63,49,313,63
E2035,83,48,41,75,66,313,63
E7162,49,61,40,74,89,313,63
E4335,99,52,51,42,69,313,63
E3279,44,52,100,62,55,313,63
E7141,76,50,64,50,73,313,63
E4261,42,40,98,72,61,313,63
E4798,42,53,44,97,77,313,63
E5534,93,52,41,71,56,313,63
E7528,45,91,68,66,43,313,63
E4788,61,47,55,100,50,313,63
E8988,62,43,94,71,43,313,63
E8933,42,88,54,54,75,313,63
E7451,92,53,76,43,49,313,63
E5476,61,68,46,76,62,313,63
E8993,43,60,43,91,75,312,63
E9538,78,46,88,43,57,312,63
E8151,90,44,89,45,44,312,63
E9736,66,60,67,73,46,312,63
E7791,43,66,70,57,76,312,63
E4181,59,55,42,86,70,312,63
E3992,80,40,83,58,51,312,63
E7288,47,96,77,50,42,312,63
E5075,82,52,83,46,49,312,63
E0926,60,67,50,86,49,312,63
E0794,44,42,85,88,53,312,63
E1444,90,79,48,46,49,312,63
E3372,48,50,79,74,61,312,63
E7334,46,45,83,63,75,312,63
E4491,75,79,56,46,56,312,63
E6095,81,80,41,57,53,312,63
E4726,52,85,70,51,54,312,63
E7405,46,46,75,58,87,312,63
E4934,42,77,49,86,58,312,63
E2643,50,79,58,45,80,312,63
E7391,57,75,51,43,86,312,63
E8567,97,40,68,45,62,312,63
E0293,57,93,63,57,42,312,63
E6579,82,85,42,56,47,312,63
E2046,61,79,60,64,48,312,63
E7064,62,52,76,68,53,311,63
E4173,86,40,50,64,71,311,63
E2775,79,61,50,58,63,311,63
E2173,48,63,75,82,43,311,63
E0314,81,47,68,56,59,311,63
E7370,52,95,46,59,59,311,63
E6342,49,55,46,92,69,311,63
E9693,43,82,68,61,57,311,63
E2023,65,58,62,72,54,311,63
E1832,62,83,45,40,81,311,63
E4306,61,52,46,60,92,311,63
E4730,45,89,55,56,66,311,63
E0570,58,84,54,64,51,311,63
E2512,65,60,51,62,73,311,63
E1366,73,40,64,59,75,311,63
E6851,54,44,49,67,97,311,63
E0909,47,59,62,60,83,311,63
E4498,58,43,78,71,61,311,63
E7767,41,57,96,64,53,311,63
E2091,72,60,62,68,49,311,63
E0765,72,100,40,59,40,311,63
E2631,57,98,42,46,68,311,63
E2638,71,73,42,64,61,311,63
E5765,84,45,53,55,74,311,63
E3466,45,48,69,76,73,311,63
E6960,57,40,92,57,64,310,62
E6000,56,97,64,51,42,310,62
E2107,88,74,45,62,41,310,62
E2617,43,78,69,48,72,310,62
E5701,51,65,53,48,93,310,62
E0625,60,71,47,44,88,310,62
E8261,76,56,43,65,70,310,62
E5718,57,43,54,84,72,310,62
E0206,90,41,73,48,58,310,62
E2159,57,92,64,42,55,310,62
E3728,51,96,43,69,51,310,62
E6655,43,56,88,72,51,310,62
E3517,62,54,41,65,88,310,62
E6000,72,47,44,81,66,310,62
E2719,41,69,50,60,90,310,62
E0569,46,75,73,64,52,310,62
E3344,51,65,51,87,56,310,62
E2604,40,41,67,66,96,310,62
E4355,55,71,43,94,47,310,62
E0318,80,45,86,56,43,310,62
E0273,62,43,80,58,67,310,62
E6213,57,73,97,43,40,310,62
E9078,62,47,61,49,91,310,62
E2776,84,59,49,65,53,310,62
E2779,80,59,48,72,51,310,62
E3337,67,59,74,52,58,310,62
E2758,70,42,74,60,64,310,62
E2496,56,55,74,49,76,310,62
E3823,63,69,49,71,58,310,62
E5812,41,74,70,64,60,309,62
E7666,92,59,40,51,67,309,62
E8477,75,49,61,40,84,309,62
E9542,40,49,82,46,92,309,62
E9868,73,64,43,77,52,309,62
E3037,82,45,69,58,55,309,62
E3128,62,69,55,69,54,309,62
E1475,58,93,53,61,44,309,62
E7656,43,48,96,63,59,309,62
E4251,62,56,59,40,92,309,62
E4009,50,43,70,53,93,309,62
E1729,50,50,61,53,95,309,62
E1187,94,66,45,46,58,309,62
E3955,76,77,51,45,60,309,62
E7810,65,45,45,84,70,309,62
E5171,45,77,82,63,42,309,62
E5230,80,43,83,58,45,309,62
E6694,50,96,45,55,63,309,62
E5079,54,72,68,64,51,309,62
E0787,41,59,73,58,78,309,62
E7454,100,42,40,50,77,309,62
E7311,84,60,58,42,65,309,62
E4535,82,47,77,63,40,309,62
E6069,51,43,75,52,88,309,62
E1908,71,66,41,84,47,309,62
E9142,56,42,68,98,45,309,62
E4441,40,86,56,85,42,309,62
E7358,49,88,52,42,78,309,62
E4039,80,71,71,43,44,309,62
E3547,43,63,81,81,41,309,62
E8872,73,50,74,55,57,309,62
E3344,45,46,72,53,93,309,62
E3808,72,73,51,71,42,309,62
E6099,44,90,48,68,59,309,62
E1616,76,71,65,57,40,309,62
E8999,64,67,44,63,70,308,62
E5673,82,54,50,43,79,308,62
E6443,70,48,77,53,60,308,62
E2393,61,54,97,40,56,308,62
E3307,72,60,65,48,63,308,62
E7170,67,70,41,74,56,308,62
E4117,71,41,66,56,74,308,62
E8639,58,76,54,69,51,308,62
E9260,52,41,42,80,93,308,62
E0676,68,46,81,54,59,308,62
E5761,69,62,43,59,75,308,62
E9560,74,53,49,60,72,308,62
E5381,52,42,83,43,88,308,62
E0190,96,56,58,41,57,308,62
E7677,46,81,52,56,73,308,62
E6895,50,62,70,66,60,308,62
E2716,44,82,40,93,49,308,62
E6574,100,42,60,45,61,308,62
E8762,49,72,53,82,52,308,62
E9212,63,61,85,56,43,308,62
E5846,66,69,41,72,60,308,62
E1675,65,41,64,57,81,308,62
E0038,58,90,73,40,47,308,62
E7591,60,42,54,100,52,308,62
E5487,40,81,93,43,51,308,62
E4383,77,74,49,54,54,308,62
E9572,72,41,46,60,89,308,62
E9463,74,47,83,45,59,308,62
E0717,80,50,51,44,83,308,62
E7649,44,55,78,47,84,308,62
E7454,47,63,70,79,48,307,62
E9248,40,51,51,70,95,307,62
E2211,66,43,51,65,82,307,62
E2956,47,68,65,86,41,307,62
E1616,71,70,49,63,54,307,62
E2811,41,99,63,49,55,307,62
E9414,64,57,55,58,73,307,62
E6385,42,64,49,98,54,307,62
E5454,52,69,47,57,82,307,62
E4871,81,43,61,74,48,307,62
E8131,86,43,74,55,49,307,62
E1961,62,74,53,60,58,307,62
E5412,41,85,41,96,44,307,62
E8166,43,40,76,73,75,307,62
E6437,83,46,76,49,53,307,62
E2827,57,93,58,56,43,307,62
E2677,71,69,81,44,42,307,62
E8745,95,61,50,40,61,307,62
E7339,50,71,73,56,57,307,62
E2749,51,56,53,97,50,307,62
E9639,48,51,45,92,71,307,62
E1067,82,62,56,67,40,307,62
E4710,66,64,62,72,43,307,62
E8494,53,64,50,86,54,307,62
E4193,41,50,67,51,98,307,62
E0983,47,87,42,62,69,307,62
E3942,45,49,77,69,67,307,62
E2544,65,55,75,44,67,306,62
E5363,52,53,41,97,63,306,62
E3254,42,59,57,93,55,306,62
E7929,43,51,98,65,49,306,62
E6108,55,47,85,50,69,306,62
E6689,56,50,94,65,41,306,62
E2483,70,55,55,45,81,306,62
E0820,40,40,64,89,73,306,62
E6774,66,82,40,74,44,306,62
E6346,91,43,46,48,78,306,62
E8219,75,65,47,62,57,306,62
E9767,78,49,53,82,44,306,62
E8498,44,61,53,64,84,306,62
E5864,86,57,43,68,52,306,62
E7441,56,93,41,70,46,306,62
E3395,70,40,58,72,66,306,62
E3195,46,49,88,58,65,306,62
E1194,45,42,77,82,60,306,62
E0706,70,46,57,51,82,306,62
E7596,52,44,92,61,57,306,62
E8433,86,53,52,41,74,306,62
E2728,88,70,46,44,58,306,62
E2097,72,53,79,59,43,306,62
E7617,91,66,40,45,64,306,62
E0427,84,58,51,70,43,306,62
E2388,66,43,69,63,65,306,62
E7333,69,66,64,55,52,306,62
E6460,45,42,73,92,54,306,62
E1217,48,56,59,52,90,305,61
E0182,72,40,85,48,60,305,61
E4110,77,54,42,59,73,305,61
E8586,44,43,62,62,94,305,61
E8873,41,61,77,55,71,305,61
E4247,44,43,95,57,66,305,61
E7035,75,44,81,57,48,305,61
E8610,47,98,63,56,41,305,61
E3302,82,57,68,46,52,305,61
E4657,48,55,55,93,54,305,61
E7588,81,47,92,42,43,305,61
E9288,94,40,45,62,64,305,61
E2189,46,40,70,86,63,305,61
E5190,42,43,41,90,89,305,61
E3604,67,44,73,69,52,305,61
E2664,47,79,83,46,50,305,61
E3718,81,55,67,42,60,305,61
E8372,45,97,69,47,47,305,61
E0380,89,40,55,46,75,305,61
E1183,79,41,51,82,52,305,61
E4424,63,87,44,53,58,305,61
E4752,93,57,69,43,43,305,61
E5600,82,77,50,45,51,305,61
E9861,42,84,66,49,64,305,61
E9697,93,46,68,52,45,304,61
E2944,53,66,81,44,60,304,61
E9475,52,68,47,77,60,304,61
E1857,84,60,54,47,59,304,61
E7290,63,59,54,55,73,304,61
E4617,49,68,76,48,63,304,61
E0232,48,76,49,86,45,304,61
E9377,86,48,46,64,60,304,61
E7335,63,78,54,60,49,304,61
E6269,63,81,46,42,72,304,61
E2168,81,70,54,53,46,304,61
E3518,60,51,52,100,41,304,61
E1062,40,80,62,78,44,304,61
E2929,59,71,64,46,64,304,61
E7093,77,67,63,54,43,304,61
E7408,85,44,79,56,40,304,61
E6363,60,54,74,72,44,304,61
E2973,48,71,76,49,60,304,61
E8830,44,68,68,73,51,304,61
E0565,66,64,55,71,48,304,61
E3181,43,69,88,56,48,304,61
E2245,73,61,56,64,50,304,61
E8674,42,43,46,88,84,303,61
E1269,74,45,41,93,50,303,61
E5978,41,41,82,92,47,303,61
E9483,52,44,58,93,56,303,61
E9374,96,49,44,56,58,303,61
E4932,89,64,52,43,55,303,61
E5780,49,41,59,89,65,303,61
E4642,58,73,52,44,76,303,61
E1108,77,56,40,90,40,303,61
E8644,59,64,70,47,63,303,61
E1125,50,45,77,52,79,303,61
E9181,93,43,66,55,46,303,61
E8685,46,78,69,41,69,303,61
E3400,46,61,64,73,59,303,61
E6578,46,62,88,62,45,303,61
E8582,54,82,49,69,49,303,61
E1201,52,40,91,58,62,303,61
E0194,59,93,46,64,41,303,61
E5923,73,64,40,41,85,303,61
E4002,61,41,64,72,65,303,61
E5776,41,48,64,65,85,303,61
E6239,66,85,57,43,52,303,61
E5032,70,62,41,49,81,303,61
E1805,70,54,71,48,59,302,61
E1551,52,57,53,40,100,302,61
E1746,90,47,61,50,54,302,61
E5445,66,68,40,58,70,302,61
E0454,49,58,93,42,60,302,61
E2057,52,88,59,50,53,302,61
E2109,56,64,70,52,60,302,61
E7619,50,73,80,44,55,302,61
E8877,58,53,50,77,64,302,61
E9090,66,65,57,48,66,302,61
E9154,51,54,69,64,64,302,61
E3600,43,81,80,53,45,302,61
E7210,57,80,44,43,78,302,61
E1177,48,75,45,64,70,302,61
E3603,55,58,72,70,47,302,61
E7380,58,50,58,46,90,302,61
E8021,65,45,66,79,47,302,61
E9407,92,57,43,55,55,302,61
E4312,43,55,67,92,45,302,61
E4700,68,67,70,40,57,302,61
E0946,42,71,52,95,42,302,61
E0464,54,55,72,67,54,302,61
E7569,61,69,46,47,79,302,61
E6661,53,79,40,44,86,302,61
E8801,66,49,43,56,88,302,61
E2613,72,62,44,61,63,302,61
E5226,54,57,86,52,53,302,61
E2720,54,50,71,43,84,302,61
E1208,93,41,55,60,53,302,61
E5793,48,70,69,60,54,301,61
E1128,40,53,78,80,50,301,61
E8294,52,48,86,53,62,301,61
E7114,45,44,72,99,41,301,61
E3857,64,77,61,56,43,301,61
E8291,62,66,50,77,46,301,61
E0721,71,72,59,51,48,301,61
E3504,52,55,67,82,45,301,61
E6870,57,59,43,75,67,301,61
E7151,65,65,51,52,68,301,61
E4032,60,49,59,53,80,301,61
E0689,47,46,67,80,61,301,61
E5631,41,50,51,89,70,301,61
E5937,54,47,95,42,63,301,61
E6895,66,47,42,70,76,301,61
E7146,53,99,50,45,54,301,61
E8931,76,49,75,51,50,301,61
E4839,56,45,59,89,52,301,61
E0649,64,47,64,48,78,301,61
E7462,58,54,45,71,73,301,61
E1978,42,84,45,85,45,301,61
E3160,46,83,54,74,44,301,61
E0829,52,62,67,72,48,301,61
E3895,47,40,50,63,100,300,60
E2661,62,78,51,43,66,300,60
E0297,45,76,72,44,63,300,60
E4122,69,57,50,40,84,300,60
E7976,41,40,66,96,57,300,60
E2553,47,100,48,60,45,300,60
E2442,59,73,50,61,57,300,60
E8645,49,47,46,81,77,300,60
E5861,45,90,61,62,42,300,60
E1055,65,42,66,73,54,300,60
E7108,42,99,47,53,59,300,60
E8027,99,60,51,40,50,300,60
E5571,66,48,60,43,83,300,60
E3295,46,89,45,45,75,300,60
E0296,64,65,75,45,51,300,60
E4204,91,47,60,52,50,300,60
E6809,49,46,51,100,54,300,60
E7534,50,74,45,58,73,300,60
E8147,65,52,41,96,46,300,60
E1354,44,58,70,79,49,300,60
E3988,57,46,89,44,64,300,60
E0304,44,89,58,49,60,300,60
E4570,82,49,60,63,46,300,60
E3357,61,62,52,48,77,300,60
E3523,61,40,76,60,63,300,60
E2664,54,87,60,42,57,300,60
E9508,45,67,56,80,52,300,60
E0754,70,60,46,71,53,300,60
E7464,72,53,68,60,47,300,60
E9521,62,86,49,49,54,300,60
E4896,75,49,89,43,44,300,60
E0558,75,91,46,44,43,299,60
E2550,48,96,46,49,60,299,60
E9688,67,64,81,43,44,299,60
E6956,85,43,67,40,64,299,60
E7154,48,54,54,91,52,299,60
E3395,63,58,40,76,62,299,60
E5603,45,100,44,70,40,299,60
E8509,42,84,64,43,66,299,60
E5067,51,48,89,57,54,299,60
E0714,76,75,53,54,41,299,60
E5898,53,44,84,68,50,299,60
E2815,53,48,47,81,70,299,60
E8091,43,50,55,90,61,299,60
E2211,89,44,67,51,48,299,60
E0986,59,73,57,69,41,299,60
E3621,77,61,48,55,58,299,60
E5934,83,67,50,57,42,299,60
E0355,66,46,57,79,51,299,60
E0568,55,98,43,61,42,299,60
E3426,50,40,44,73,92,299,60
E2169,53,53,59,62,72,299,60
E3452,97,45,40,66,51,299,60
E8045,55,89,45,49,61,299,60
E4777,76,56,83,42,42,299,60
E3536,40,58,63,92,46,299,60
E8547,73,72,49,54,50,298,60
E9632,43,67,49,91,48,298,60
E9370,100,54,41,59,44,298,60
E0501,47,66,56,51,78,298,60
E4596,72,59,74,45,48,298,60
E4697,50,54,49,58,87,298,60
E5503,57,97,41,61,42,298,60
E5261,50,57,76,66,49,298,60
E1568,41,75,80,43,59,298,60
E4606,90,46,57,41,64,298,60
E7068,47,57,93,53,48,298,60
E3985,48,89,48,61,52,298,60
E2852,100,48,45,50,55,298,60
E2041,61,46,57,79,55,298,60
E4693,62,59,69,40,68,298,60
E3723,42,60,54,91,51,298,60
E7007,60,64,49,76,49,298,60
E6804,41,71,73,67,46,298,60
E4991,47,44,82,73,52,298,60
E8508,64,45,41,82,66,298,60
E2446,60,49,54,45,90,298,60
E1745,78,52,41,42,85,298,60
E5343,84,55,40,65,54,298,60
E8346,57,46,73,63,59,298,60
E2400,74,59,60,59,46,298,60
E2692,43,92,59,41,63,298,60
E6529,44,75,41,91,47,298,60
E5332,56,58,82,57,44,297,60
E3761,52,48,49,63,85,297,60
E2668,52,95,54,53,43,297,60
E5082,63,41,70,41,82,297,60
E4294,53,75,43,71,55,297,60
E1826,54,65,56,77,45,297,60
E7841,62,58,44,44,89,297,60
E0711,41,64,71,46,75,297,60
E1592,93,41,65,48,50,297,60
E9161,70,77,52,50,48,297,60
E9798,77,63,63,52,42,297,60
E5568,45,43,69,72,68,297,60
E7325,40,64,45,67,81,297,60
E7549,40,63,61,68,65,297,60
E5518,73,49,46,57,72,297,60
E9633,61,57,47,78,54,297,60
E3937,78,64,66,49,40,297,60
E6525,56,72,61,55,53,297,60
E8328,76,59,41,63,58,297,60
E9337,65,79,46,53,54,297,60
E5152,45,47,60,54,91,297,60
E7680,42,67,78,46,64,297,60
E1087,56,99,42,59,41,297,60
E9956,44,44,95,67,46,296,60
E2417,46,54,57,55,84,296,60
E6812,54,61,55,85,41,296,60
E0956,40,48,55,58,95,296,60
E5695,52,58,51,52,83,296,60
E4840,69,45,86,53,43,296,60
E7670,68,48,95,40,45,296,60
E5828,57,45,43,72,79,296,60
E9578,41,50,47,97,61,296,60
E4036,54,70,70,61,41,296,60
E7529,70,45,79,49,53,296,60
E4609,79,48,49,53,67,296,60
E0212,48,99,43,46,60,296,60
E8611,53,56,51,83,53,296,60
E2496,56,52,56,62,70,296,60
E1948,54,48,42,100,52,296,60
E3642,41,43,46,89,77,296,60
E4271,47,50,85,40,74,296,60
E5098,63,67,71,55,40,296,60
E6600,53,45,51,69,78,296,60
E0021,48,49,47,100,52,296,60
E9062,70,52,65,56,53,296,60
E5100,66,47,44,50,89,296,60
E6035,81,79,47,42,47,296,60
E0589,47,84,51,53,61,296,60
E9590,49,45,75,71,56,296,60
E6004,76,90,44,45,41,296,60
E4250,75,58,49,63,51,296,60
E6390,86,41,45,41,82,295,59
E3521,40,72,43,58,82,295,59
E9182,75,74,59,41,46,295,59
E4764,47,93,42,40,73,295,59
E6088,66,60,67,47,55,295,59
E5554,91,51,68,45,40,295,59
E6568,51,72,64,50,58,295,59
E8363,44,59,92,57,43,295,59
E5167,47,51,80,60,57,295,59
E8852,42,61,89,40,63,295,59
E8346,70,42,51,59,73,295,59
E6358,86,44,57,40,68,295,59
E1890,69,52,46,48,80,295,59
E9685,64,54,66,42,69,295,59
E1075,41,91,59,54,50,295,59
E6113,63,47,49,40,96,295,59
E0200,99,43,52,48,53,295,59
E8992,61,68,53,43,70,295,59
E2242,40,93,66,55,41,295,59
E0585,60,56,43,56,80,295,59
E3545,70,48,53,70,53,294,59
E3286,50,42,61,46,95,294,59
E5506,43,53,78,80,40,294,59
E1011,86,51,62,43,52,294,59
E7627,62,64,63,51,54,294,59
E2284,69,46,44,41,94,294,59
E6532,42,53,94,59,46,294,59
E9240,93,53,57,51,40,294,59
E4104,46,79,46,66,57,294,59
E5164,51,57,57,71,58,294,59
E4886,45,66,50,64,69,294,59
E0795,52,69,51,49,73,294,59
E6474,40,73,58,48,75,294,59
E2684,62,53,52,64,63,294,59
E5396,76,42,59,40,77,294,59
E1389,44,50,42,60,98,294,59
E4656,43,95,42,42,72,294,59
E2360,56,49,58,55,76,294,59
E7292,83,69,41,55,46,294,59
E9640,76,79,49,40,50,294,59
E3313,54,42,62,92,43,293,59
E3165,48,72,46,61,66,293,59
E8550,42,80,65,55,51,293,59
E0065,58,88,46,54,47,293,59
E6129,73,69,50,41,60,293,59
E2479,75,56,65,51,46,293,59
E0162,66,51,94,42,40,293,59
E7230,54,47,69,58,65,293,59
E6807,53,45,86,67,42,293,59
E9944,40,54,48,75,76,293,59
E3135,65,45,49,86,48,293,59
E7723,65,58,70,49,51,293,59
E0442,48,58,47,63,77,293,59
E1226,46,58,92,53,44,293,59
E6833,97,49,46,44,57,293,59
E8608,56,70,74,46,47,293,59
E7997,42,81,51,53,66,293,59
E6988,73,51,58,44,67,293,59
E0558,79,70,44,52,48,293,59
E8597,60,48,59,58,68,293,59
E8203,51,51,53,46,91,292,59
E4478,91,41,48,72,40,292,59
E1745,72,63,46,52,59,292,59
E5896,49,70,43,52,78,292,59
E2528,52,48,76,52,64,292,59
E2621,52,68,40,57,75,292,59
E8987,51,59,72,50,60,292,59
E0772,50,63,49,60,70,292,59
E2741,48,98,42,43,61,292,59
E5257,54,42,62,87,47,292,59
E9486,77,58,50,51,56,292,59
E8322,42,61,86,56,47,292,59
E5143,45,41,59,76,71,292,59
E2017,96,61,40,43,52,292,59
E6811,47,47,47,99,52,292,59
E7817,75,47,42,76,52,292,59
E8598,62,58,43,52,77,292,59
